name,type,lat,lon,address
Sanjoe Hospital,hospital,10.1142952,76.4726996,"Sanjoe Hospital, Aluva - Munnar Road, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683542, India"
Dr Rani Menons Eye Clinic,hospital,10.5203741,76.1952355,"Dr Rani Menons Eye Clinic, Thrissur - Kanjani - Vadanappally Road, West Fort, Thrissur, Thrissur District, Kerala, 680004, India"
S. N. Mission Hospital,hospital,10.1125425,76.4807714,"S. N. Mission Hospital, union bank road, Pathipalam, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683542, India"
Arya Vaidya Asramam Ayurveda Hospital,hospital,10.2107027,76.2034558,"Arya Vaidya Asramam Ayurveda Hospital, 35, Kodungallur-Paravur-Ernakulam Highway, TKS Puram, Thiruvanchikulam, Lokamaleswaram, Kodungallur, Thrissur District, Kerala, 680664, India"
Silverline Hospital,hospital,9.9653574,76.3003696,"Silverline Hospital, KP Vallon Road, Elamkulam, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682020, India"
Bishop Alappatt Mission Hospital,hospital,10.3951067,76.1645168,"Bishop Alappatt Mission Hospital, Karanchira Road, Mukundapuram, Ernakulam District, Kerala, 680702, India"
Cimar Cochin Hospital,hospital,10.0515389,76.296743,"Cimar Cochin Hospital, Kodungallur-Paravur-Ernakulam Highway, Edappally North, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682031, India"
UB Trust Hospital and Diagnostic Centre,hospital,10.0803996,76.2704929,"UB Trust Hospital and Diagnostic Centre, Chettibhagam Main Road, Varapuzha, Varappuzha, Thirumuppam, Paravur, Ernakulam District, Kerala, 683517, India"
"Vasan Eye Care Hospital, Palarivattom",hospital,10.0099874,76.3126431,"Vasan Eye Care Hospital, Palarivattom, Salem - Kochi - Kanyakumari Road, Sahrudaya Nagar, Edapally, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682024, India"
Paul's Hospital,hospital,9.9883115,76.2957781,"Paul's Hospital, Vattakkattu Road east, Kaloor, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682017, India"
Dr. C. K. P Hospital,hospital,10.0999403,76.347245,"Dr. C. K. P Hospital, Salem - Kochi - Kanyakumari Highway, S N Puram, Aluva, Ernakulam District, Kerala, 683101, India"
M.V. Joseph Memorial Hospital,hospital,10.1111694,76.4815673,"M.V. Joseph Memorial Hospital, Old MuvattuPuzha Road, Vattakkattupady, Kunnathunad, Ernakulam District, Kerala, 683542, India"
Nangelil Hospital,hospital,10.0698012,76.6023036,"Nangelil Hospital, Aluva - Munnar Road, Kothamangalam, Ernakulam District, Kerala, 686691, India"
CCMK Hospitals,hospital,10.3135985,76.3366328,"CCMK Hospitals, MDR, Chalakudy, Chalakkudy, Thrissur District, Kerala, 680307, India"
Kerala Ayurveda Hospital,hospital,10.1120322,76.353815,"Kerala Ayurveda Hospital, Hill Road, Thottakkattukara, Aluva, Ernakulam District, Kerala, 683585, India"
Dhanya Mission Hospital,hospital,10.3310238,76.3245749,"Dhanya Mission Hospital, Salem - Kochi - Kanyakumari Highway, Potta, Chalakkudy, Thrissur District, Kerala, 680722, India"
Thrikkakara Grama Panchayat Co-Operative Hospital,hospital,10.0190155,76.3436562,"Thrikkakara Grama Panchayat Co-Operative Hospital, Seaport Airport Road, Kakkanad, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682030, India"
SD Tata Hospital,hospital,9.9280376,76.3912795,"SD Tata Hospital, Bypass Road, Chottanikkara, Kanayannur, Ernakulam District, Kerala, 682312, India"
Focus Eye Hospital,hospital,9.9942959,76.2954314,"Focus Eye Hospital, Azad Road, Kaloor, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682017, India"
St. Joseph's Hospital,hospital,10.0649895,76.626817,"St. Joseph's Hospital, Kochi - Madurai - Dhanushkodi Rd, Angady, Dharmagiri, Kothamangalam, Kerala, Kothamangalam Bypass Road, Kothamangalam, Ernakulam District, Kerala, 686691, India"
Dr. Noushad's ENT Hospital and Research Centre,hospital,9.9869551,76.3167563,"Dr. Noushad's ENT Hospital and Research Centre, Salem - Kochi - Kanyakumari Road, Pallinada, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682032, India"
St. Philomina's Mission Hospital,hospital,10.2105576,76.4482945,"St. Philomina's Mission Hospital, Church Road, Chandrapura, Manjapra, Aluva, Ernakulam District, Kerala, 683577, India"
St. Joseph's Hospital,hospital,10.0601909,76.3014141,"St. Joseph's Hospital, Glass Factory Road, Manjummel, Paravur, Ernakulam District, Kerala, 683501, India"
Arogyalayam Hospital,hospital,10.1111192,76.3503215,"Arogyalayam Hospital, Aluva Bypass Road, Thottakkattukara, Aluva, Ernakulam District, Kerala, 683101, India"
Parathuvayalil Hospital,hospital,10.0641061,76.5204674,"Parathuvayalil Hospital, MC Road, Kunnathunad, Ernakulam District, Kerala, 683541, India"
Anwar Memorial Hospital,hospital,10.1083057,76.3528917,"Anwar Memorial Hospital, Poorna nagar, Thottakkattukara, Aluva, Ernakulam District, Kerala, 683101, India"
Oushadhi Panchkarma Hospital and Research Institute,hospital,10.5318467,76.2099155,"Oushadhi Panchkarma Hospital and Research Institute, Vellat lane, Kottappuram, Thrissur, Thrissur District, Kerala, 680001, India"
Specialists' Hospital,hospital,9.9905344,76.2860182,"Specialists' Hospital, KCM Mather Road, Ernakulam North, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682018, India"
Punarnava Ayurveda Hospital,hospital,10.0441967,76.2977904,"Punarnava Ayurveda Hospital, Kodungallur-Paravur-Ernakulam Highway, Edappally North, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682024, India"
Susruta Eye Hospital,hospital,10.0234595,76.3410974,"Susruta Eye Hospital, Antony Joseph, Kakkanad, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682030, India"
Gyno Speciality Hospital,hospital,10.1551857,76.3532773,"Gyno Speciality Hospital, Manjaly Athani Road, Athani, Aluva, Ernakulam District, Kerala, 683101, India"
Ahalia Foundation And Eye Hospital,hospital,10.521431,76.21236,"Ahalia Foundation And Eye Hospital, Kuruppam Road, Poothole, Thrissur, Thrissur District, Kerala, 680001, India"
Saroja Hospital,hospital,10.5291187,76.211721,"Saroja Hospital, Thrissur - Shornur Road, Kottappuram, Thrissur, Thrissur District, Kerala, 680022, India"
Government Ayurveda Hospital,hospital,10.0594005,76.2478738,"Government Ayurveda Hospital, Kadamakkudy road( pocket road), Kadamakkudy, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682027, India"
Cochin Hospital,hospital,9.964925,76.2875041,"Cochin Hospital, Mahatma Gandhi Road, Pallimukku, Ernakulam South, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682016, India"
Sarathy Ayurvedic Hospital,hospital,10.1007404,76.3231815,"Sarathy Ayurvedic Hospital, Canal Road, Manakkalathetta Colony, Valavan Mali, Paravur, Ernakulam District, Kerala, 683110, India"
Chaitanya Eye Hospital and Research Institute,hospital,9.9599096,76.2903858,"Chaitanya Eye Hospital and Research Institute, Alappat Road, Ravipuram, Perumanoor, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682011, India"
"Aditya Eye Hospital, Ernakulam",hospital,10.0340046,76.3331406,"Aditya Eye Hospital, Ernakulam, Edappally Pukkattupady Road, Sahrudaya Nagar, Thrikkakkara, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682021, India"
St. Thomas Hospital,hospital,10.1864757,76.499345,"St. Thomas Hospital, Pananchickal Kadavu Road, Chammani, Malayattoor, Aluva, Ernakulam District, Kerala, 683574, India"
Vijayasree Eye Hospital,hospital,10.5248467,76.2076735,"Vijayasree Eye Hospital, Dilkhush Road, Kottappuram, Thrissur, Thrissur District, Kerala, 680020, India"
Shajy Hospital,hospital,10.1471931,76.2309853,"Shajy Hospital, Mookambi West Nada Road, North Paravur, Paravur, Ernakulam District, Kerala, 683516, India"
Evershine Hospital,hospital,10.0192427,76.3045053,"Evershine Hospital, NH-544, Sahrudaya Nagar, Edapally, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682024, India"
"Ahalia Foundation Eye Hospital, Muvattupuzha",hospital,9.9896838,76.5726739,"Ahalia Foundation Eye Hospital, Muvattupuzha, Kochi - Madurai - Dhanushkodi Road, Kizhakkekara, Velloorkunnam, Muvattupuzha, Ernakulam District, Kerala, 686661, India"
കരുണ ആശുപത്രി,hospital,9.9898553,76.5773519,"Karuna Hospital, MC Road, Kizhakkekara, Velloorkunnam, Muvattupuzha, Ernakulam District, Kerala, 686673, India"
Naivedya Ayurvedic Hospital and Research Centre,hospital,9.9809006,76.313999,"Naivedya Ayurvedic Hospital and Research Centre, Aysha Road, Ponnurunni, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682019, India"
Alpha ENT Head and Neck Hospital,hospital,10.0032624,76.2953791,"Alpha ENT Head and Neck Hospital, Deshabhimani Road, Elamakkara, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682017, India"
Ayurvaid Hospital,hospital,9.9634535,76.3010952,"Ayurvaid Hospital, South End Lane, Elamkulam, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682020, India"
Palace Hospital,hospital,10.3188729,76.3200601,"Palace Hospital, Chalakudy-Ezhunallathupatha Road, V.R Puram, Chalakkudy, Thrissur District, Kerala, 680722, India"
Maria Theresa Hospital,hospital,10.2893094,76.2772058,"Maria Theresa Hospital, Kodakara - Kodungallur Road, Kundai, Chalakkudy, Thrissur District, Kerala, 680697, India"
"Vimala Hospital, Ernakulam",hospital,10.144605,76.4246723,"Vimala Hospital, Ernakulam, Aluva Kalady Road, Koollikara, Chowara, Kanjoor, Aluva, Ernakulam District, Kerala, 683575, India"
Chaithanya ENT Hospital,hospital,9.9664724,76.2968718,"Chaithanya ENT Hospital, Sahodaran Ayyappan Road, Elamkulam, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682016, India"
I Vision Eye Hospital,hospital,10.5052987,76.2110625,"I Vision Eye Hospital, Thrissur - Irinjalakkuda Road, Kottappuram, Koorkanchery, Thrissur, Thrissur District, Kerala, 680007, India"
Craft Hospital,hospital,10.2343816,76.1931574,"Craft Hospital, Chandappura-Eriyad Road, Chandapura, Kodungallur, Thrissur District, Kerala, 680664, India"
Alpha palliative care,hospital,10.522534,76.2064257,"Alpha palliative care, Pottayil Lane, Poothole, Thrissur, Thrissur District, Kerala, 680004, India"
anthikkad government homeo dispensary,hospital,10.4539683,76.0978998,"anthikkad government homeo dispensary, East Tippu Sultan Road, Cherkara, Chavakkad, Thrissur District, Kerala, 680569, India"
N/A,hospital,10.5240874,76.2169668,"Swaraj Round, Kottappuram, Thrissur, Thrissur District, Kerala, 680001, India"
"Govt Ayurveda Dispensary, Vellangallur;govt.ayurveda dispensary",hospital,10.3062023,76.220201,"Govt Ayurveda Dispensary, Vellangallur;govt.ayurveda dispensary, Ayurveda Hospital Road, Vellangallur, Mukundapuram, Thrissur District, Kerala, 680662, India"
Mnmvs Neethi Medical Stores,hospital,10.3046886,76.2180922,"Mnmvs Neethi Medical Stores, vellangallur-mathilakam road, Vellangallur, Mukundapuram, Thrissur District, Kerala, 680662, India"
Santhigiri Ayurveda And Siddha Hospital,hospital,10.524892,76.2224963,"Santhigiri Ayurveda And Siddha Hospital, C R Iyyunni Road, Mission Quarters, Chembukkavu, Thrissur, Thrissur District, Kerala, 680020, India"
bag hospital,hospital,10.5196694,76.1914372,"bag hospital, Thrissur - Kanjani - Vadanappally Road, West Fort, Thrissur, Thrissur District, Kerala, 680611, India"
N/A,hospital,10.4786793,76.1151644,"Chavakkad-Mullassery-Kanjany -Peringottukara Road, Kanjany, Thrissur, Thrissur District, Kerala, 680617, India"
AYUSH PHC MANALUR HOMOEO,hospital,10.4777255,76.114134,"AYUSH PHC MANALUR HOMOEO, Chavakkad-Mullassery-Kanjany -Peringottukara Road, Kanjany, Thrissur, Thrissur District, Kerala, 680612, India"
Paduva hospital,hospital,10.4449692,76.1273053,"Paduva hospital, Padhuva road, Akaayi Colony Ward 8, Puthenpeedika, Thrissur, Thrissur District, Kerala, 680642, India"
Rayhan Eye Clinic,hospital,10.4143515,76.107036,"Rayhan Eye Clinic, Thriprayar Beach Road, Thriprayar, Chavakkad, Thrissur District, Kerala, 680566, India"
Kerala Police Academy Hospital,hospital,10.5615169,76.2359588,"Kerala Police Academy Hospital, Viyyur - Thanikkudam Road, Thanikkudam, Thrissur, Thrissur District, Kerala, 680631, India"
primary health centre karamuck,hospital,10.4804327,76.1005891,"primary health centre karamuck, Sree Narayana Guru Road, Kandassankadavu, Manaloor, Thrissur, Thrissur District, Kerala, 680613, India"
Macare Valapad,hospital,10.3988813,76.1145289,"Macare Valapad, Ponnani-Chavakkad-Kodungallur Highway, Mathilakam, Chavakkad, Thrissur District, Kerala, 680567, India"
"Community Health Centre, Anthikkad",hospital,10.4580529,76.1201288,"Community Health Centre, Anthikkad, vilakkumkal mangattukara anjangadi road, Thrissur, Thrissur District, Kerala, 680641, India"
Ammirtha Ayurvedha Treatment Centre,hospital,10.4579521,76.1260356,"Ammirtha Ayurvedha Treatment Centre, Village Office Road, Anthikkad, Thrissur, Thrissur District, Kerala, 680641, India"
Govt ayurveda hospital,hospital,10.1366398,76.2322152,"Govt ayurveda hospital, Kodungallur-Paravur-Ernakulam Highway, Kalikulangara, North Paravur, Paravur, Ernakulam District, Kerala, 683513, India"
Puthenkulam Road-Employees State Insurance(ESI) Hospital High Road Ollur,hospital,10.4656639,76.2463577,"Puthenkulam Road-Employees State Insurance(ESI) Hospital High Road Ollur, High Road, Ollur, Thrissur, Thrissur District, Kerala, 680313, India"
Kaiparambu Government Homoeo Dispensary,hospital,10.5924467,76.1569439,"Kaiparambu Government Homoeo Dispensary, Mundoor-Varadiam-Thrissur Road, Colony, Thrissur, Thrissur District, Kerala, 680541, India"
Life Medical Center,hospital,10.551522,76.3099122,"Life Medical Center, CVG Road, Chirakkakkode, Thrissur, Thrissur District, Kerala, 680654, India"
Sun Diagnostic Centre,hospital,10.5170126,76.2114717,"Sun Diagnostic Centre, Thrissur - Irinjalakkuda Road, Poothole, Thrissur, Thrissur District, Kerala, 680021, India"
Community Health Centre Thriprayar,hospital,10.4140051,76.1219716,"Community Health Centre Thriprayar, Thriprayar-Cherpu Road, Thrissur, Thrissur District, Kerala, 680564, India"
Peringottukara Dialysis Centre,hospital,10.4148836,76.1309241,"Peringottukara Dialysis Centre, Thriprayar-Cherpu-Trissur Road, Pazhuvil, Thrissur, Thrissur District, Kerala, 680564, India"
co operative hospital manlur,hospital,10.4980377,76.1086036,"co operative hospital manlur, Chavakkad-Mullassery-Kanjany -Peringottukara Road, Kanjany, Thrissur, Thrissur District, Kerala, 680617, India"
Gov.Homeo Dispensary- valakkavu,hospital,10.5174478,76.2961583,"Gov.Homeo Dispensary- valakkavu, kannara moorkinikara road, Achankunnu, Thrissur, Thrissur District, Kerala, 680014, India"
co operative hospital manaloor,hospital,10.498059,76.1086113,"co operative hospital manaloor, Chavakkad-Mullassery-Kanjany -Peringottukara Road, Kanjany, Thrissur, Thrissur District, Kerala, 680617, India"
The pentecoastal mission thrissur,hospital,10.5034351,76.2251191,"The pentecoastal mission thrissur, High Road, ST Nagar, Kuriyachira, Thrissur, Thrissur District, Kerala, 680006, India"
N/A,hospital,10.340759,76.1373011,"Ponnani-Chavakkad-Kodungallur Highway, Mathilakam, Kodungallur, Thrissur District, Kerala, 680567, India"
Primary health centre,hospital,10.5125614,76.2830619,"Primary health centre, valakkavu road, Nadathara, Kainoor, Thrissur, Thrissur District, Kerala, 680751, India"
Devikripa Hospital,hospital,10.4299097,76.2160281,"Devikripa Hospital, Kodungallur - Shornur Road, Urakam, Thrissur, Thrissur District, Kerala, 680561, India"
Ayyamppilly Government Hospital,hospital,10.1209511,76.1990261,"Ayyamppilly Government Hospital, Vypin - Pallippuram Road, Kuzhupilly, Kochi, Ernakulam District, Kerala, 682501, India"
Narayana Ayurveda Chikithsalayam,hospital,10.5990754,76.5530319,"Narayana Ayurveda Chikithsalayam, Vadakkenchery-Pollachi Road, Chittilanchery, Alathur, Palakkad District, Kerala, 678704, India"
DDC,hospital,9.9417653,76.3469619,"DDC, Kannankulangara, Mini Byepass Thripunithara, Santhi Nagar, Thrippunithura, Kanayannur, Ernakulam District, Kerala, 682301, India"
"Mudis Garden Hospital, Valparai",hospital,10.2780339,76.9272208,"Mudis Garden Hospital, Valparai, Valparai - Manicka Kurangumudi Road, Valparai, Coimbatore District, Tamil Nadu, 642125, India"
"Pannimedu Hospital, Valparai",hospital,10.325588,76.9555929,"Pannimedu Hospital, Valparai, Pollachi - Valparai Road, Valparai, Coimbatore District, Tamil Nadu, 642127, India"
"Government Hospital, Valparai",hospital,10.329979,76.957798,"Government Hospital, Valparai, Pollachi - Valparai Road, Valparai, Coimbatore District, Tamil Nadu, 642127, India"
c a hospital,hospital,10.1291763,76.34441,"c a hospital, Salem - Kochi - Kanyakumari Highway, Thottakkattukara, Aluva, Ernakulam District, Kerala, 683102, India"
Nature Life Hospital,hospital,9.9544308,76.3276624,"Nature Life Hospital, Ettumanoor - Ernakulam Road, Petta, Thrippunithura, Kanayannur, Ernakulam District, Kerala, 682038, India"
Jeevaniyam,hospital,9.9883939,76.3091576,"Jeevaniyam, Pallath Road, Thammanam, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682032, India"
Jacob Hospital,hospital,10.0495861,76.3173511,"Jacob Hospital, HMT Ring Road, Pathadipalam, Kalamassery, Kanayannur, Ernakulam District, Kerala, 683104, India"
Rishi Ayurveda Hospital,hospital,10.1038825,76.3502904,"Rishi Ayurveda Hospital, Salem - Kochi - Kanyakumari Highway, Thottakkattukara, Aluva, Ernakulam District, Kerala, 683108, India"
"dental college,thankalam",hospital,10.0734498,76.6045268,"dental college,thankalam, Nellikuzhi-Thankalam Bypass, Nellikuzhi, Kothamangalam, Ernakulam District, Kerala, 686691, India"
Mar Baselios College Of Nursing,hospital,10.0727802,76.6017423,"Mar Baselios College Of Nursing, Nellikuzhi-Thankalam Bypass, Nellikuzhi, Kothamangalam, Ernakulam District, Kerala, 686691, India"
Holycross Hospital,hospital,10.02605,76.4487527,"Holycross Hospital, Ernakulam-muvattupuzha road, Pattimattom, Kunnathunad, Ernakulam District, Kerala, 683562, India"
holy family,hospital,10.4489519,76.2782579,"holy family, Kallor road, Amballur, Mukundapuram, Thrissur District, Kerala, 680317, India"
Government Thaluk Hospital,hospital,10.6996374,76.7531681,"Government Thaluk Hospital, Chittur-Nallepilly Road, SC Colony, Manchira, Chittur, Palakkad District, Kerala, 678101, India"
Shalom Hospital,hospital,10.2964041,76.3368034,"Shalom Hospital, Salem - Kochi - Kanyakumari Highway, Chalakudy, Chalakkudy, Thrissur District, Kerala, 680307, India"
Puthenchira Gov Hospital,hospital,10.2749111,76.2516315,"Puthenchira Gov Hospital, Lakshamveed Road, Kodungallur, Mukundapuram, Thrissur District, Kerala, 680682, India"
Primary Health Centre Pindimana,hospital,10.1058976,76.6248141,"Primary Health Centre Pindimana, Vettilappara, Kothamangalam, Ernakulam District, Kerala, 686698, India"
skin and child clinic,hospital,9.9233882,76.3901726,"skin and child clinic, Bypass Road, Chottanikkara, Kanayannur, Ernakulam District, Kerala, 682312, India"
MCS Hospital,hospital,9.9923266,76.5880031,"MCS Hospital, Muvattupuzha - Theni Road, Kizhakkekara, Muvattupuzha, Ernakulam District, Kerala, 686661, India"
primary health centre,hospital,10.0982562,76.2058893,"primary health centre, Vypin - Pallippuram Road, Pazhangad, Edavanakkad, Kochi, Ernakulam District, Kerala, 682502, India"
Kottakal Arya Vaidya Sala,hospital,9.9333953,76.3879899,"Kottakal Arya Vaidya Sala, Bypass Road, Chottanikkara, Kurikad, Kanayannur, Ernakulam District, Kerala, 682312, India"
Veterinary subcentre Anandhapuram,hospital,10.3815157,76.2670031,"Veterinary subcentre Anandhapuram, Chonedath road, Kuttikadan Colony, Mukundapuram, Thrissur District, Kerala, 680305, India"
നെടുംചാലിൽ ട്രസ്റ്റ് ആശുപത്രി,hospital,9.9887939,76.577658,"Nedumchalil Trust Hospital, Muvattupuzha Bridge, Kizhakkekara, Velloorkunnam, Muvattupuzha, Ernakulam District, Kerala, 686673, India"
V.M Hosiptal,hospital,9.9966363,76.5958762,"V.M Hosiptal, V111/104, Muvattupuzha-Kothamangalam Road, Puthuppady, Muvattupuzha, Ernakulam District, Kerala, 686673, India"
jims hospital kodaly,hospital,10.3747949,76.3749304,"jims hospital kodaly, Residential Road, Kodaly, Chalakkudy, Thrissur District, Kerala, 680699, India"
Government Homoeo Hospital Muvattupuzha,hospital,9.9881453,76.5808379,"Government Homoeo Hospital Muvattupuzha, Government Homoeo Hospital, Kochi - Madurai - Dhanushkodi Road, Kizhakkekara, Muvattupuzha, Ernakulam District, Kerala, 686673, India"
N/A,hospital,10.0282991,76.6583301,"Adivad - Kudamunda - Kuthukuzhi Road, Adivad, Kothamangalam, Ernakulam District, Kerala, 686671, India"
Roshan Eye Care,hospital,9.9517542,76.3458182,"Roshan Eye Care, എൻഎച്ച്85, Petta, Thrippunithura, Kanayannur, Ernakulam District, Kerala, 682301, India"
St Mary's Hospital,hospital,10.0076118,76.6802414,"St Mary's Hospital, Adivad - Pothanikkad Road, Pothanikkad, Adivad, Kothamangalam, Ernakulam District, Kerala, 686671, India"
Llh Hospital,hospital,10.0059162,76.7101526,"Llh Hospital, Sabarimala - Kodaikkanal Road, Paingottoor, Kothamangalam, Ernakulam District, Kerala, 686671, India"
"Government Mental Health Center,Thrissur",hospital,10.5203098,76.2007434,"Government Mental Health Center,Thrissur, government mental health center, Nethaji Road, West Fort, Thrissur, Thrissur District, Kerala, 680004, India"
"Thejus Ayurveda, Angamaly",hospital,10.1786444,76.378584,"Thejus Ayurveda, Angamaly, Salem - Kochi - Kanyakumari Highway, Champannur, Angamaly, Aluva, Ernakulam District, Kerala, 683572, India"
KB Hospital,hospital,10.1590075,76.3562037,"KB Hospital, Athani Mekkad Elavoor Road, Athani, Aluva, Ernakulam District, Kerala, 683589, India"
Marian Hospital,hospital,10.161893,76.3692349,"Marian Hospital, Salem - Kochi - Kanyakumari Highway, Kariyadu, Athani, Aluva, Ernakulam District, Kerala, 683589, India"
"Primary Health Centre,Kanjoor",hospital,10.1386844,76.4309998,"Primary Health Centre,Kanjoor, MDR, Puthiyedam, Aluva, Ernakulam District, Kerala, 683595, India"
Primary Health Center Mambra,hospital,10.2373263,76.3540609,"Primary Health Center Mambra, Mambra, Lakshamveedu Colony Mambra, Aluva, Thrissur District, Kerala, 683576, India"
triprayar govt hospital,hospital,10.4136377,76.1220567,"triprayar govt hospital, kizhakenada raja veethi road, Thrissur, Thrissur District, Kerala, 680565, India"
"Government Hospital, Mala",hospital,10.2398736,76.2734571,"Government Hospital, Mala, annamanada -mala pallipuram road, Chalakudy, Chalakkudy, Thrissur District, Kerala, 680732, India"
Community Health Centre Pazhayannur,hospital,10.6938677,76.4252869,"Community Health Centre Pazhayannur, Pazhayannur Road, Porutrhikode Colony, Pazhayanur, Talappilly, Thrissur District, Kerala, 680587, India"
Government Ayurvedic Hospital Manappady,hospital,10.3698314,76.1877214,"Government Ayurvedic Hospital Manappady, kattoor irinjalakuda road, Velli Kulangara, Mukundapuram, Thrissur District, Kerala, 680701, India"
Government Hospital Kattoor,hospital,10.3871241,76.1593335,"Government Hospital Kattoor, MDR, Kattoor, Mukundapuram, Thrissur District, Kerala, 680702, India"
Family Health Centre Poyya,hospital,10.215128,76.2507756,"Family Health Centre Poyya, Manalikad Paramadu Road, Kodungallur, Thrissur District, Kerala, 680733, India"
health centre,hospital,10.4641634,76.0692215,"health centre, vadanapilly beach road, Vadanappally, Chavakkad, Thrissur District, Kerala, 680614, India"
N/A,hospital,10.0136636,76.6261152,"Vazhakkulam-Kothamangalam route, Varappetty, Kothamangalam, Ernakulam District, Kerala, 686691, India"
Government Ayurveda Dispensary,hospital,10.1428674,76.3085503,"Government Ayurveda Dispensary, Alungal Bhagavathy Temple Road, Aluva, Paravur, Ernakulam District, Kerala, 683511, India"
Kerala Institute of Sports Ayurverda & Research Thrissur,hospital,10.5320258,76.2127585,"Kerala Institute of Sports Ayurverda & Research Thrissur, Kallingal Street, Chembukkavu, Thrissur, Thrissur District, Kerala, 680022, India"
R V D A H Thrissur,hospital,10.5312548,76.2121389,"R V D A H Thrissur, Kallingal Street, Chembukkavu, Thrissur, Thrissur District, Kerala, 680022, India"
Govt.Ayurveda Hospital Kodakara,hospital,10.3543007,76.3165084,"Govt.Ayurveda Hospital Kodakara, National Highway Service Road, Kodakara, Chalakkudy, Thrissur District, Kerala, 680689, India"
V.S.V.M Govt.Ayurveda Hospital Valappad,hospital,10.3878358,76.1034529,"V.S.V.M Govt.Ayurveda Hospital Valappad, Kotha Kulam Beach Road, Valapad, Chavakkad, Thrissur District, Kerala, 680567, India"
V.K.S.M.M Government Ayurveda Hospital Santhipuram,hospital,10.2612335,76.1820538,"V.K.S.M.M Government Ayurveda Hospital Santhipuram, Ponnani-Chavakkad-Kodungallur Highway, Vasudeva Vilasam Valavu, S.N. Puram, Kodungallur, Thrissur District, Kerala, 680668, India"
"Govt. Ayurveda Hospital,Azhikode",hospital,10.1996724,76.1687049,"Govt. Ayurveda Hospital,Azhikode, Eriyad-Azhikode road, Eriyad, Kodungallur, Thrissur District, Kerala, 680673, India"
"Govt.Ayurveda Hospital,Annamanada",hospital,10.2392305,76.3281092,"Govt.Ayurveda Hospital,Annamanada, Annamanada Mala Road, Chalakkudy, Thrissur District, Kerala, 680742, India"
Oushadhi ayurveda pharmacy,hospital,10.5737265,76.2175468,"Oushadhi ayurveda pharmacy, Kaithachal Road (Pottore Road), Thrissur, Thrissur District, Kerala, 680010, India"
LRKA Govt. Ayurveda Hospital Villadom,hospital,10.5498205,76.2390266,"LRKA Govt. Ayurveda Hospital Villadom, 0487 2320290, MDR, Thrissur, Thrissur District, Kerala, 680631, India"
Pulloot,hospital,10.2500417,76.2055426,"Pulloot, Govt. Ayurveda Hospital,Pulluttu, Pulluttu P.O Thrissur  Pin-680663, Kodungallur - Shornur Road, Pullut, Kodungallur, Thrissur District, Kerala, 680663, India"
Madakathra,hospital,10.5458344,76.2700687,"Madakathra, Govt Visha Vaidya Hospital Madakkathara, MadakkatharaP.O Thrissur Dt. Pin 680656, Chirakkekode - Vellanikkara Road, Mannuthy, Vellanikkara, Thrissur, Thrissur District, Kerala, 680656, India"
Wadakkancheri,hospital,10.5486195,76.2624668,"Wadakkancheri, Govt. VishaVaidya Hospital Wadakkanchery, Wadakkanchery P.O. Thrissur- 680582, Thanikkudam-Mannuthy Road, Mannuthy, Vellanikkara, Thrissur, Thrissur District, Kerala, 680582, India"
Govt. Ayurveda Dispensary Edavilangu Kodungallur (Via) Thrissur Dt.Pin 680664,hospital,10.2806946,76.260643,"Govt. Ayurveda Dispensary Edavilangu Kodungallur (Via) Thrissur Dt.Pin 680664, mankidi-kundai road, Mukundapuram, Thrissur District, Kerala, 680682, India"
Ashtamichira,hospital,10.2708805,76.2802316,"Ashtamichira, Govt.Ayurveda    Dispensary  Ashtamichira, Chalakudi (Via) Annallur P.O. Thrissurdt. Pin680307, Mala-Chalakudi Road, Ashtamichira, Chalakkudy, Thrissur District, Kerala, 680307, India"
Neem Care Hospital,hospital,10.2415013,76.2625898,"Neem Care Hospital, Kadicheeni Street, Mala, Chalakkudy, Thrissur District, Kerala, 680732, India"
Government Ayurveda Dispensary Desamangalam,hospital,10.5283694,76.1835087,"Government Ayurveda Dispensary Desamangalam, Ayyanthole Civil Line Road, Ayyanthole, Thrissur, Thrissur District, Kerala, 680003, India"
